age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
31,Services,Single,Secondary,No,205.0,Yes,No,Cellular,15,Apr,465.0,1,-1.0,0,Unknown,No
76,Housemaid,Divorced,Primary,No,1411.0,No,No,Telephone,15,Apr,170.0,3,-1.0,0,Unknown,Yes
36,Administrative,Single,Secondary,No,11174.0,Yes,No,Cellular,15,Apr,953.0,1,-1.0,0,Unknown,Yes
58,Blue-collar,Single,Secondary,No,3612.0,Yes,No,Cellular,15,Apr,563.0,1,-1.0,0,Unknown,No
58,Retired,Divorced,Primary,No,2745.0,No,Yes,Cellular,15,Apr,469.0,1,-1.0,0,Unknown,No
53,Housemaid,Married,Primary,No,2581.0,No,No,Cellular,15,Apr,99.0,1,-1.0,0,Unknown,No
44,Blue-collar,Single,Secondary,No,0.0,Yes,No,Cellular,15,Apr,442.0,1,-1.0,0,Unknown,No
47,Housemaid,Married,Tertiary,No,2290.0,No,No,Cellular,15,Apr,54.0,1,-1.0,0,Unknown,No
27,Technician,Single,Secondary,No,439.0,Yes,No,Cellular,15,Apr,1038.0,2,-1.0,0,Unknown,Yes
54,Blue-collar,Divorced,Primary,No,2656.0,Yes,No,Cellular,15,Apr,1187.0,2,320.0,2,Success,No
19,Student,Single,Secondary,No,626.0,No,No,Telephone,15,Apr,117.0,1,-1.0,0,Unknown,No
59,Blue-collar,Married,Primary,No,3302.0,No,No,Telephone,15,Apr,85.0,2,-1.0,0,Unknown,No
32,Management,Single,Tertiary,No,3981.0,Yes,No,Cellular,15,Apr,362.0,1,271.0,1,Failure,No
42,Administrative,Divorced,Secondary,No,2397.0,Yes,No,Cellular,15,Apr,239.0,2,320.0,2,Failure,No
32,Blue-collar,Married,Primary,No,388.0,Yes,No,Cellular,15,Apr,171.0,2,-1.0,0,Unknown,No
31,Administrative,Single,Secondary,No,430.0,Yes,No,Cellular,15,Apr,103.0,2,-1.0,0,Unknown,No
50,Services,Married,Secondary,No,254.0,Yes,No,Cellular,15,Apr,397.0,2,337.0,1,Failure,No
27,Blue-collar,Single,Secondary,No,484.0,Yes,No,Cellular,15,Apr,309.0,2,-1.0,0,Unknown,No
31,Management,Single,Tertiary,No,0.0,Yes,No,Cellular,15,Apr,185.0,2,-1.0,0,Unknown,No
44,Blue-collar,Married,Primary,No,4581.0,Yes,No,Cellular,15,Apr,520.0,3,146.0,2,Failure,No
38,Management,Single,Tertiary,No,6158.0,Yes,No,Cellular,15,Apr,139.0,5,145.0,9,Failure,Yes
35,Blue-collar,Married,Secondary,No,444.0,Yes,No,Cellular,15,Apr,244.0,3,-1.0,0,Unknown,No
32,Housemaid,Divorced,Secondary,No,-613.0,Yes,No,Cellular,15,Apr,266.0,2,-1.0,0,Unknown,No
37,Blue-collar,Single,Tertiary,No,3649.0,Yes,No,Cellular,15,Apr,623.0,2,146.0,4,Failure,No
69,Retired,Married,Secondary,No,21446.0,No,No,Telephone,15,Apr,358.0,2,-1.0,0,Unknown,No
40,Technician,Married,Tertiary,No,677.0,Yes,No,Cellular,15,Apr,110.0,3,-1.0,0,Unknown,No
30,Unemployed,Single,Tertiary,No,1683.0,No,No,Cellular,15,Apr,162.0,2,-1.0,0,Unknown,No
31,Services,Married,Secondary,No,407.0,Yes,No,Cellular,15,Apr,80.0,3,-1.0,0,Unknown,No
34,Technician,Single,Secondary,No,2660.0,Yes,No,Cellular,15,Apr,158.0,2,329.0,1,Failure,No
40,Administrative,Single,Secondary,No,985.0,Yes,No,Cellular,15,Apr,313.0,3,145.0,5,Other,No
34,Technician,Single,Tertiary,No,1393.0,Yes,No,Cellular,15,Apr,540.0,3,271.0,3,Success,No
37,Management,Single,Tertiary,No,876.0,Yes,No,Cellular,15,Apr,140.0,4,327.0,2,Failure,No
30,Blue-collar,Married,Primary,No,837.0,Yes,No,Cellular,15,Apr,190.0,2,-1.0,0,Unknown,No
56,Blue-collar,Married,Primary,No,3498.0,No,No,Cellular,15,Apr,264.0,2,-1.0,0,Unknown,Yes
31,Management,Single,Secondary,No,2317.0,No,No,Cellular,16,Apr,87.0,2,-1.0,0,Unknown,No
51,Unemployed,Married,Tertiary,No,1801.0,No,No,Cellular,16,Apr,838.0,3,-1.0,0,Unknown,Yes
39,Management,Married,Tertiary,No,937.0,No,No,Cellular,16,Apr,144.0,4,-1.0,0,Unknown,Yes
35,Management,Divorced,Tertiary,No,26.0,No,No,Cellular,16,Apr,78.0,2,-1.0,0,Unknown,Yes
52,Blue-collar,Married,Primary,No,281.0,Yes,No,Cellular,16,Apr,55.0,4,335.0,3,Other,No
59,Management,Divorced,Tertiary,No,893.0,Yes,No,Cellular,16,Apr,206.0,4,-1.0,0,Unknown,No
32,Blue-collar,Married,Secondary,Yes,-53.0,Yes,No,Cellular,16,Apr,648.0,1,272.0,1,Other,Yes
51,Housemaid,Married,Unknown,No,2337.0,Yes,No,Cellular,16,Apr,251.0,2,266.0,3,Other,Yes
33,Services,Married,Secondary,No,1397.0,Yes,No,Cellular,16,Apr,370.0,1,146.0,3,Failure,No
37,Technician,Married,Secondary,No,1762.0,No,No,Cellular,16,Apr,334.0,2,-1.0,0,Unknown,Yes
39,Technician,Married,Secondary,No,0.0,Yes,No,Cellular,16,Apr,137.0,1,300.0,1,Failure,No
72,Retired,Married,Secondary,No,4269.0,No,No,Telephone,16,Apr,122.0,3,-1.0,0,Unknown,No
32,Blue-collar,Single,Secondary,No,760.0,Yes,No,Cellular,16,Apr,445.0,1,148.0,2,Other,No
36,Blue-collar,Married,Primary,No,453.0,Yes,No,Cellular,16,Apr,176.0,1,330.0,2,Failure,No
32,Self-employed,Single,Secondary,No,202.0,Yes,No,Cellular,16,Apr,827.0,1,149.0,1,Failure,No
29,Blue-collar,Single,Secondary,No,1232.0,Yes,No,Cellular,16,Apr,258.0,1,316.0,2,Failure,No
42,Technician,Divorced,Secondary,No,2189.0,No,No,Cellular,16,Apr,67.0,5,149.0,2,Other,No
33,Housemaid,Single,Tertiary,No,23663.0,Yes,No,Cellular,16,Apr,199.0,2,146.0,2,Failure,No
67,Retired,Married,Primary,No,2301.0,No,No,Cellular,16,Apr,124.0,1,-1.0,0,Unknown,No
40,Technician,Married,Secondary,No,158.0,Yes,No,Cellular,16,Apr,208.0,1,-1.0,0,Unknown,No
35,Management,Single,Tertiary,No,1350.0,Yes,No,Cellular,16,Apr,185.0,1,330.0,1,Failure,No
43,Blue-collar,Single,Secondary,No,1306.0,Yes,No,Cellular,16,Apr,243.0,1,336.0,1,Failure,No
32,Technician,Single,Secondary,No,309.0,Yes,Yes,Cellular,16,Apr,346.0,1,234.0,3,Failure,No
29,Administrative,Divorced,Secondary,No,589.0,Yes,No,Telephone,16,Apr,262.0,6,316.0,1,Other,No
31,Blue-collar,Married,Secondary,No,382.0,Yes,No,Cellular,16,Apr,198.0,2,-1.0,0,Unknown,No
41,Administrative,Married,Secondary,No,1597.0,Yes,No,Cellular,16,Apr,461.0,2,321.0,1,Failure,No
49,Blue-collar,Divorced,Secondary,No,-464.0,Yes,No,Cellular,16,Apr,82.0,1,-1.0,0,Unknown,No
57,Blue-collar,Divorced,Primary,No,5041.0,Yes,No,Cellular,16,Apr,284.0,1,336.0,1,Failure,No
34,Technician,Single,Secondary,No,486.0,Yes,No,Cellular,16,Apr,204.0,1,328.0,2,Failure,No
43,Blue-collar,Married,Primary,No,985.0,Yes,No,Cellular,16,Apr,35.0,1,-1.0,0,Unknown,No
42,Blue-collar,Married,Unknown,No,665.0,Yes,No,Cellular,16,Apr,291.0,1,332.0,3,Failure,No
28,Management,Married,Tertiary,No,577.0,Yes,No,Cellular,16,Apr,152.0,1,-1.0,0,Unknown,No
46,Blue-collar,Married,Secondary,No,624.0,Yes,No,Cellular,16,Apr,201.0,1,-1.0,0,Unknown,No
33,Self-employed,Married,Tertiary,No,666.0,Yes,No,Cellular,16,Apr,297.0,1,-1.0,0,Unknown,No
39,Blue-collar,Married,Primary,No,467.0,Yes,No,Cellular,16,Apr,232.0,1,335.0,1,Failure,No
29,Blue-collar,Single,Secondary,No,2553.0,Yes,No,Cellular,16,Apr,250.0,1,-1.0,0,Unknown,No
39,Management,Married,Tertiary,No,63.0,Yes,No,Cellular,16,Apr,479.0,1,330.0,1,Failure,No
33,Management,Single,Secondary,No,-665.0,Yes,Yes,Cellular,16,Apr,324.0,1,342.0,1,Failure,No
34,Technician,Married,Tertiary,No,352.0,Yes,No,Cellular,16,Apr,288.0,3,324.0,1,Other,No
28,Blue-collar,Married,Primary,No,5542.0,Yes,No,Cellular,16,Apr,404.0,1,-1.0,0,Unknown,No
52,Administrative,Married,Secondary,No,979.0,Yes,No,Cellular,16,Apr,156.0,1,336.0,1,Other,No
31,Technician,Single,Tertiary,No,2530.0,Yes,No,Cellular,16,Apr,60.0,1,342.0,1,Failure,No
37,Management,Single,Tertiary,No,-670.0,Yes,No,Cellular,16,Apr,240.0,1,-1.0,0,Unknown,No
33,Blue-collar,Married,Primary,No,1209.0,Yes,No,Cellular,16,Apr,700.0,1,-1.0,0,Unknown,No
42,Blue-collar,Married,Primary,No,244.0,Yes,No,Cellular,16,Apr,403.0,1,-1.0,0,Unknown,No
37,Services,Married,Secondary,No,345.0,Yes,Yes,Cellular,16,Apr,114.0,1,148.0,1,Failure,No
36,Management,Single,Tertiary,No,937.0,Yes,No,Cellular,16,Apr,35.0,1,-1.0,0,Unknown,No
36,Blue-collar,Divorced,Secondary,No,3102.0,Yes,No,Cellular,16,Apr,188.0,1,147.0,1,Failure,No
54,Blue-collar,Married,Primary,No,2110.0,Yes,No,Cellular,16,Apr,618.0,1,-1.0,0,Unknown,No
29,Blue-collar,Single,Secondary,No,13654.0,Yes,Yes,Cellular,16,Apr,528.0,1,-1.0,0,Unknown,No
58,Blue-collar,Married,Secondary,No,8195.0,Yes,No,Cellular,16,Apr,104.0,1,332.0,2,Failure,No
38,Administrative,Married,Secondary,No,1933.0,Yes,No,Cellular,16,Apr,622.0,1,-1.0,0,Unknown,No
33,Blue-collar,Married,Primary,No,359.0,Yes,Yes,Cellular,16,Apr,130.0,1,148.0,1,Failure,No
52,Entrepreneur,Single,Tertiary,No,3469.0,Yes,No,Cellular,16,Apr,583.0,1,147.0,1,Success,Yes
50,Blue-collar,Married,Secondary,No,825.0,Yes,No,Cellular,16,Apr,18.0,3,273.0,1,Failure,No
39,Management,Divorced,Tertiary,No,267.0,Yes,Yes,Cellular,16,Apr,91.0,1,-1.0,0,Unknown,No
35,Services,Single,Secondary,No,1063.0,Yes,Yes,Cellular,16,Apr,327.0,1,-1.0,0,Unknown,No
23,Blue-collar,Married,Primary,No,1158.0,Yes,No,Cellular,16,Apr,743.0,1,-1.0,0,Unknown,No
38,Blue-collar,Married,Primary,No,290.0,Yes,No,Cellular,16,Apr,283.0,1,-1.0,0,Unknown,No
30,Management,Single,Tertiary,No,726.0,Yes,No,Cellular,16,Apr,39.0,1,342.0,3,Failure,No
47,Technician,Married,Secondary,No,-54.0,Yes,No,Cellular,16,Apr,172.0,2,-1.0,0,Unknown,No
26,Blue-collar,Single,Secondary,No,2669.0,Yes,No,Cellular,16,Apr,242.0,1,-1.0,0,Unknown,No
33,Blue-collar,Single,Secondary,No,778.0,Yes,No,Cellular,16,Apr,30.0,1,-1.0,0,Unknown,No
31,Blue-collar,Married,Secondary,No,1981.0,Yes,No,Cellular,16,Apr,198.0,1,268.0,2,Failure,No
37,Management,Single,Secondary,No,8311.0,Yes,No,Cellular,16,Apr,474.0,2,-1.0,0,Unknown,No
35,Administrative,Single,Secondary,No,-101.0,Yes,No,Cellular,16,Apr,275.0,1,318.0,1,Other,No
38,Services,Divorced,Secondary,No,904.0,Yes,No,Cellular,16,Apr,361.0,1,339.0,1,Failure,No
39,Blue-collar,Married,Tertiary,No,200.0,Yes,No,Cellular,16,Apr,166.0,1,-1.0,0,Unknown,No
24,Blue-collar,Single,Secondary,No,525.0,Yes,No,Cellular,16,Apr,253.0,1,332.0,1,Failure,No
37,Technician,Divorced,Tertiary,No,1762.0,Yes,No,Cellular,16,Apr,309.0,1,317.0,1,Failure,No
39,Services,Divorced,Secondary,No,1957.0,Yes,Yes,Cellular,16,Apr,350.0,1,147.0,1,Failure,No
31,Management,Single,Tertiary,No,816.0,Yes,No,Cellular,16,Apr,339.0,1,-1.0,0,Unknown,No
20,Blue-collar,Single,Secondary,No,423.0,Yes,No,Cellular,16,Apr,498.0,1,-1.0,0,Unknown,Yes
31,Services,Divorced,Secondary,No,81.0,Yes,No,Cellular,16,Apr,139.0,1,-1.0,0,Unknown,No
33,Management,Married,Tertiary,No,322.0,Yes,No,Cellular,16,Apr,77.0,3,-1.0,0,Unknown,No
28,Services,Single,Secondary,No,94.0,Yes,No,Cellular,16,Apr,300.0,1,-1.0,0,Unknown,No
36,Management,Married,Tertiary,No,2687.0,No,No,Cellular,16,Apr,58.0,3,-1.0,0,Unknown,No
56,Blue-collar,Single,Secondary,No,6483.0,Yes,No,Cellular,16,Apr,125.0,2,-1.0,0,Unknown,No
28,Administrative,Married,Unknown,No,-1.0,Yes,No,Cellular,16,Apr,34.0,1,-1.0,0,Unknown,No
43,Blue-collar,Married,Unknown,No,1123.0,Yes,No,Cellular,16,Apr,191.0,2,322.0,3,Failure,No
35,Technician,Married,Secondary,No,545.0,Yes,No,Cellular,16,Apr,1579.0,1,234.0,4,Failure,Yes
25,Blue-collar,Single,Unknown,No,431.0,Yes,No,Cellular,16,Apr,493.0,1,317.0,12,Failure,No
29,Technician,Single,Secondary,No,525.0,Yes,No,Cellular,16,Apr,228.0,2,-1.0,0,Unknown,No
47,Administrative,Married,Secondary,No,3480.0,No,No,Cellular,16,Apr,443.0,1,-1.0,0,Unknown,Yes
39,Management,Divorced,Secondary,No,-17.0,No,No,Cellular,16,Apr,316.0,1,146.0,4,Failure,No
51,Blue-collar,Married,Secondary,No,2964.0,Yes,No,Cellular,16,Apr,177.0,1,-1.0,0,Unknown,No
48,Technician,Married,Tertiary,No,-251.0,No,No,Cellular,16,Apr,35.0,1,-1.0,0,Unknown,No
37,Management,Single,Unknown,No,504.0,Yes,No,Cellular,16,Apr,555.0,1,-1.0,0,Unknown,No
31,Technician,Married,Secondary,No,183.0,No,No,Cellular,16,Apr,495.0,1,-1.0,0,Unknown,Yes
40,Services,Single,Secondary,No,2284.0,Yes,No,Telephone,16,Apr,100.0,1,-1.0,0,Unknown,No
51,Management,Single,Tertiary,No,2523.0,Yes,No,Cellular,16,Apr,150.0,1,-1.0,0,Unknown,No
29,Blue-collar,Married,Primary,No,10045.0,Yes,No,Cellular,16,Apr,617.0,1,322.0,4,Failure,No
47,Blue-collar,Married,Secondary,No,327.0,Yes,No,Cellular,16,Apr,352.0,1,-1.0,0,Unknown,No
37,Management,Married,Tertiary,No,1300.0,Yes,No,Cellular,16,Apr,211.0,1,-1.0,0,Unknown,No
46,Blue-collar,Single,Primary,No,96.0,Yes,No,Cellular,16,Apr,99.0,1,148.0,1,Failure,No
25,Management,Single,Tertiary,No,3.0,Yes,Yes,Cellular,16,Apr,1034.0,1,-1.0,0,Unknown,Yes
32,Administrative,Married,Secondary,No,1078.0,Yes,No,Cellular,16,Apr,177.0,1,-1.0,0,Unknown,No
34,Management,Single,Unknown,No,1534.0,Yes,No,Cellular,16,Apr,156.0,1,147.0,7,Other,No
30,Unemployed,Single,Secondary,No,0.0,Yes,No,Cellular,16,Apr,137.0,1,-1.0,0,Unknown,No
54,Housemaid,Married,Secondary,No,736.0,Yes,No,Cellular,16,Apr,268.0,1,331.0,1,Failure,No
33,Self-employed,Single,Tertiary,No,1354.0,Yes,No,Cellular,16,Apr,270.0,1,147.0,2,Failure,No
40,Blue-collar,Married,Primary,No,887.0,Yes,No,Cellular,16,Apr,54.0,1,-1.0,0,Unknown,No
33,Unemployed,Married,Tertiary,No,302.0,Yes,Yes,Cellular,16,Apr,670.0,1,-1.0,0,Unknown,No
49,Services,Married,Secondary,No,2416.0,Yes,No,Cellular,16,Apr,1366.0,1,-1.0,0,Unknown,Yes
35,Management,Divorced,Tertiary,No,3751.0,Yes,No,Cellular,16,Apr,75.0,2,-1.0,0,Unknown,No
24,Student,Married,Unknown,No,146.0,No,No,Cellular,16,Apr,176.0,1,-1.0,0,Unknown,No
37,Unemployed,Divorced,Tertiary,No,1592.0,Yes,No,Cellular,16,Apr,60.0,1,-1.0,0,Unknown,No
35,Blue-collar,Married,Secondary,No,485.0,Yes,No,Cellular,16,Apr,49.0,1,-1.0,0,Unknown,No
54,Blue-collar,Married,Secondary,No,0.0,No,No,Telephone,16,Apr,1366.0,1,150.0,1,Failure,No
39,Management,Married,Tertiary,No,691.0,Yes,Yes,Cellular,16,Apr,517.0,1,255.0,1,Failure,No
51,Entrepreneur,Married,Secondary,No,0.0,Yes,Yes,Cellular,16,Apr,432.0,1,150.0,1,Failure,No
36,Blue-collar,Married,Secondary,No,2774.0,Yes,No,Cellular,16,Apr,172.0,1,-1.0,0,Unknown,No
30,Management,Single,Tertiary,No,424.0,No,No,Cellular,16,Apr,298.0,4,-1.0,0,Unknown,Yes
37,Technician,Married,Secondary,No,952.0,Yes,No,Cellular,16,Apr,536.0,1,-1.0,0,Unknown,No
55,Management,Single,Unknown,No,111.0,No,No,Cellular,16,Apr,117.0,1,-1.0,0,Unknown,No
30,Administrative,Married,Primary,No,9.0,Yes,Yes,Cellular,16,Apr,323.0,1,-1.0,0,Unknown,No
35,Blue-collar,Single,Secondary,No,0.0,Yes,No,Cellular,16,Apr,1174.0,1,345.0,4,Other,Yes
57,Administrative,Divorced,Primary,No,207.0,Yes,No,Cellular,16,Apr,284.0,1,317.0,4,Failure,No
47,Entrepreneur,Married,Secondary,No,1375.0,Yes,No,Telephone,16,Apr,272.0,2,321.0,7,Failure,No
44,Management,Married,Primary,No,294.0,No,No,Cellular,16,Apr,165.0,3,-1.0,0,Unknown,Yes
38,Technician,Married,Tertiary,No,1004.0,Yes,No,Cellular,16,Apr,444.0,2,-1.0,0,Unknown,No
36,Administrative,Single,Secondary,No,1414.0,Yes,No,Cellular,16,Apr,244.0,1,-1.0,0,Unknown,No
48,Services,Married,Secondary,No,543.0,Yes,No,Cellular,16,Apr,152.0,1,336.0,1,Failure,No
41,Blue-collar,Married,Primary,No,795.0,Yes,Yes,Cellular,16,Apr,150.0,1,-1.0,0,Unknown,No
46,Services,Married,Secondary,No,1550.0,Yes,No,Cellular,16,Apr,126.0,2,149.0,8,Failure,No
35,Management,Single,Tertiary,No,824.0,Yes,No,Cellular,16,Apr,693.0,2,-1.0,0,Unknown,No
45,Management,Divorced,Secondary,No,1144.0,Yes,No,Cellular,16,Apr,129.0,1,-1.0,0,Unknown,No
38,Blue-collar,Married,Primary,No,1576.0,Yes,No,Cellular,16,Apr,144.0,1,328.0,2,Other,No
74,Retired,Married,Secondary,No,3771.0,No,No,Telephone,16,Apr,159.0,1,-1.0,0,Unknown,No
33,Management,Married,Tertiary,No,2441.0,Yes,Yes,Cellular,16,Apr,257.0,2,148.0,1,Failure,No
34,Management,Married,Tertiary,No,934.0,Yes,No,Cellular,16,Apr,76.0,3,-1.0,0,Unknown,No
42,Blue-collar,Married,Secondary,No,1598.0,Yes,Yes,Cellular,16,Apr,1463.0,2,-1.0,0,Unknown,Yes
30,Blue-collar,Single,Secondary,No,445.0,Yes,No,Cellular,16,Apr,218.0,1,330.0,2,Failure,No
31,Administrative,Single,Secondary,No,68.0,Yes,No,Cellular,16,Apr,570.0,2,-1.0,0,Unknown,No
40,Self-employed,Married,Secondary,No,31.0,Yes,No,Cellular,16,Apr,174.0,2,147.0,6,Failure,No
32,Blue-collar,Single,Primary,No,528.0,Yes,No,Cellular,16,Apr,219.0,1,273.0,1,Failure,No
31,Blue-collar,Single,Secondary,No,1205.0,Yes,No,Cellular,16,Apr,462.0,1,328.0,2,Other,No
36,Management,Married,Tertiary,No,753.0,No,No,Cellular,16,Apr,76.0,4,-1.0,0,Unknown,No
29,Administrative,Married,Secondary,No,2121.0,No,No,Cellular,16,Apr,281.0,1,342.0,2,Other,No
48,Blue-collar,Married,Secondary,No,741.0,Yes,No,Cellular,16,Apr,227.0,1,-1.0,0,Unknown,No
27,Blue-collar,Married,Secondary,No,2171.0,Yes,No,Cellular,16,Apr,130.0,1,323.0,1,Other,No
38,Technician,Divorced,Secondary,No,0.0,Yes,No,Cellular,16,Apr,867.0,1,-1.0,0,Unknown,No
31,Blue-collar,Single,Secondary,No,770.0,Yes,No,Cellular,16,Apr,178.0,1,-1.0,0,Unknown,No
28,Administrative,Married,Secondary,No,1428.0,Yes,No,Cellular,16,Apr,495.0,1,-1.0,0,Unknown,No
30,Administrative,Married,Tertiary,No,26.0,Yes,No,Cellular,16,Apr,62.0,1,323.0,1,Failure,No
29,Management,Single,Tertiary,No,268.0,No,No,Cellular,16,Apr,667.0,1,-1.0,0,Unknown,Yes
35,Blue-collar,Married,Primary,No,4319.0,No,No,Cellular,16,Apr,266.0,1,-1.0,0,Unknown,No
37,Management,Married,Tertiary,No,26.0,No,No,Cellular,16,Apr,114.0,4,-1.0,0,Unknown,No
42,Administrative,Married,Secondary,No,8238.0,Yes,Yes,Cellular,16,Apr,102.0,2,149.0,5,Other,No
31,Blue-collar,Single,Secondary,No,855.0,Yes,No,Cellular,16,Apr,94.0,1,317.0,2,Failure,No
35,Management,Married,Tertiary,No,0.0,Yes,No,Cellular,16,Apr,563.0,1,-1.0,0,Unknown,No
50,Entrepreneur,Married,Secondary,No,854.0,No,No,Cellular,16,Apr,198.0,1,-1.0,0,Unknown,No
40,Technician,Married,Primary,No,644.0,Yes,No,Cellular,16,Apr,118.0,2,336.0,1,Failure,No
38,Blue-collar,Divorced,Secondary,No,614.0,Yes,No,Cellular,16,Apr,314.0,2,331.0,1,Failure,No
30,Administrative,Single,Secondary,No,818.0,Yes,Yes,Cellular,16,Apr,66.0,1,346.0,1,Failure,No
27,Technician,Single,Secondary,No,274.0,Yes,No,Cellular,16,Apr,483.0,2,-1.0,0,Unknown,No
42,Technician,Divorced,Secondary,No,214.0,No,No,Cellular,16,Apr,127.0,1,-1.0,0,Unknown,Yes
54,Blue-collar,Married,Primary,No,3170.0,Yes,No,Telephone,16,Apr,140.0,2,324.0,4,Failure,No
43,Technician,Married,Secondary,No,-932.0,Yes,No,Cellular,16,Apr,567.0,1,-1.0,0,Unknown,No
30,Technician,Single,Tertiary,No,198.0,Yes,No,Cellular,16,Apr,308.0,1,-1.0,0,Unknown,No
48,Management,Single,Tertiary,No,430.0,Yes,No,Cellular,16,Apr,44.0,1,-1.0,0,Unknown,No
51,Administrative,Divorced,Secondary,No,212.0,Yes,Yes,Cellular,16,Apr,168.0,1,-1.0,0,Unknown,No
20,Student,Single,Secondary,No,1681.0,No,No,Telephone,16,Apr,130.0,1,-1.0,0,Unknown,No
45,Housemaid,Married,Primary,No,3512.0,No,No,Cellular,16,Apr,96.0,1,-1.0,0,Unknown,No
43,Management,Married,Tertiary,No,240.0,Yes,No,Cellular,16,Apr,453.0,1,-1.0,0,Unknown,Yes
38,Technician,Single,Secondary,No,9610.0,Yes,No,Cellular,16,Apr,249.0,2,-1.0,0,Unknown,No
50,Blue-collar,Married,Primary,No,180.0,Yes,No,Cellular,16,Apr,105.0,2,-1.0,0,Unknown,No
56,Administrative,Married,Secondary,No,51.0,Yes,Yes,Cellular,16,Apr,75.0,1,-1.0,0,Unknown,No
53,Services,Married,Secondary,No,-2.0,Yes,Yes,Cellular,16,Apr,144.0,2,-1.0,0,Unknown,No
31,Administrative,Married,Secondary,No,297.0,Yes,No,Cellular,16,Apr,357.0,2,-1.0,0,Unknown,No
49,Blue-collar,Married,Primary,No,1019.0,Yes,No,Cellular,16,Apr,285.0,5,-1.0,0,Unknown,No
36,Technician,Single,Secondary,No,2511.0,Yes,No,Cellular,16,Apr,700.0,5,-1.0,0,Unknown,Yes
32,Self-employed,Single,Tertiary,No,519.0,Yes,No,Cellular,16,Apr,317.0,2,149.0,1,Failure,No
43,Blue-collar,Married,Primary,No,2519.0,Yes,No,Cellular,16,Apr,257.0,2,146.0,9,Other,No
29,Administrative,Married,Secondary,No,300.0,Yes,No,Cellular,16,Apr,487.0,3,-1.0,0,Unknown,No
38,Administrative,Married,Secondary,No,281.0,Yes,No,Cellular,16,Apr,235.0,2,335.0,2,Failure,No
36,Management,Single,Tertiary,No,4788.0,Yes,No,Cellular,16,Apr,241.0,2,317.0,1,Failure,No
50,Services,Married,Secondary,No,-197.0,Yes,No,Cellular,16,Apr,125.0,2,-1.0,0,Unknown,No
35,Technician,Married,Secondary,No,783.0,Yes,No,Cellular,16,Apr,772.0,4,-1.0,0,Unknown,No
36,Blue-collar,Single,Primary,No,736.0,Yes,No,Cellular,16,Apr,114.0,2,304.0,2,Failure,No
37,Technician,Married,Secondary,No,0.0,Yes,No,Cellular,16,Apr,657.0,4,149.0,1,Other,No
47,Management,Married,Secondary,No,5012.0,Yes,No,Cellular,16,Apr,262.0,2,-1.0,0,Unknown,No
36,Technician,Single,Tertiary,No,470.0,Yes,No,Cellular,16,Apr,123.0,3,265.0,13,Success,No
43,Administrative,Married,Secondary,No,1138.0,No,No,Cellular,16,Apr,132.0,2,-1.0,0,Unknown,No
48,Blue-collar,Married,Secondary,No,113.0,Yes,No,Cellular,16,Apr,255.0,2,318.0,5,Other,No
41,Administrative,Single,Secondary,No,669.0,Yes,No,Cellular,16,Apr,375.0,2,-1.0,0,Unknown,No
36,Blue-collar,Married,Secondary,No,1790.0,Yes,No,Cellular,16,Apr,386.0,2,-1.0,0,Unknown,No
42,Blue-collar,Married,Unknown,No,1154.0,Yes,No,Cellular,16,Apr,341.0,2,336.0,3,Other,No
37,Blue-collar,Married,Secondary,No,2848.0,Yes,No,Cellular,16,Apr,280.0,2,147.0,3,Failure,No
31,Management,Single,Tertiary,No,319.0,Yes,No,Cellular,16,Apr,302.0,2,248.0,2,Failure,No
26,Technician,Married,Unknown,No,-277.0,Yes,No,Cellular,16,Apr,1018.0,2,-1.0,0,Unknown,No
44,Management,Divorced,Tertiary,No,2422.0,Yes,No,Cellular,16,Apr,399.0,2,269.0,2,Failure,No
35,Administrative,Divorced,Secondary,No,951.0,Yes,No,Cellular,16,Apr,567.0,2,-1.0,0,Unknown,No
47,Management,Married,Tertiary,No,109.0,Yes,No,Cellular,16,Apr,91.0,2,268.0,1,Failure,No
42,Blue-collar,Married,Primary,No,560.0,Yes,Yes,Cellular,16,Apr,122.0,4,149.0,2,Failure,No
36,Technician,Married,Tertiary,No,4596.0,Yes,No,Cellular,16,Apr,901.0,2,-1.0,0,Unknown,Yes
37,Administrative,Single,Secondary,No,0.0,Yes,No,Cellular,16,Apr,640.0,2,-1.0,0,Unknown,No
24,Administrative,Single,Secondary,No,60.0,Yes,No,Cellular,16,Apr,417.0,2,-1.0,0,Unknown,No
32,Services,Married,Secondary,No,1273.0,Yes,No,Cellular,16,Apr,1365.0,2,328.0,1,Failure,Yes
32,Management,Married,Primary,No,5.0,Yes,No,Cellular,16,Apr,194.0,2,-1.0,0,Unknown,No
35,Services,Married,Tertiary,No,6.0,Yes,Yes,Cellular,16,Apr,316.0,2,-1.0,0,Unknown,No
44,Services,Divorced,Secondary,No,35.0,Yes,No,Cellular,16,Apr,184.0,2,-1.0,0,Unknown,No
35,Management,Married,Tertiary,No,1473.0,Yes,Yes,Cellular,16,Apr,176.0,3,-1.0,0,Unknown,No
38,Self-employed,Married,Tertiary,No,2084.0,Yes,No,Cellular,16,Apr,71.0,2,330.0,2,Failure,No
42,Services,Married,Secondary,No,1027.0,Yes,No,Telephone,16,Apr,63.0,2,150.0,4,Failure,No
48,Administrative,Single,Secondary,No,6627.0,Yes,No,Cellular,16,Apr,433.0,2,-1.0,0,Unknown,No
